"a","b","sp"
-1.91044800294338,-0.366372154947377,"sp13"
-1.51561535893123,1.29660699784632,"sp13"
0.177785122236655,-1.73458096766129,"sp13"
-2.35075810113971,0.537532090689791,"sp13"
2.25153072233311,-0.778339472411097,"sp13"
0.356560627034372,-0.45256821884022,"sp14"
-1.62744298976495,0.712814293349722,"sp14"
-0.251384055079822,-0.292529102064044,"sp14"
0.379635735601453,-1.6749871729303,"sp14"
-0.089369922291802,-2.19020492074581,"sp14"
-1.30392984863295,-0.340643706778188,"sp14"
0.653868079397357,-1.18307985832591,"sp14"
-0.834750730639951,-1.01089360120883,"sp14"
1.32831718217645,0.946306738232605,"sp14"
-1.02700706276147,-0.396618135979736,"sp14"
-0.409140045929666,-1.39276355160338,"sp15"
-1.89287310436033,0.844746482752498,"sp15"
-0.703331150533694,0.362778658173454,"sp15"
0.899137640352922,0.682209662164191,"sp15"
0.408285262012476,0.215860683601804,"sp15"
-0.266865609674956,-0.0610782527388697,"sp15"
1.65381126477819,-0.596412196079834,"sp15"
0.0167581595560694,0.717701159866784,"sp15"
-0.117781872048624,0.276191531610917,"sp15"
-0.825117948276782,0.372176629990304,"sp15"
-0.25249680803207,0.307071889996164,"sp16"
-0.726892170500321,-0.967086595057635,"sp16"
-0.459394884699417,-0.891860213320355,"sp16"
0.207612276317808,-1.188746959834,"sp16"
0.349393410080351,1.24601921796645,"sp16"
-0.130975983057534,-0.347662667211393,"sp16"
-0.187834151946423,-0.953034777811813,"sp16"
1.87276178908851,0.214809940857408,"sp16"
0.182562906701316,-0.129967150704851,"sp16"
0.0534971734438955,0.650941910693661,"sp16"
-1.62419947750742,1.59627966238762,"sp17"
0.56735506314054,1.21545590790828,"sp17"
-1.43527505992431,0.616441179179285,"sp17"
-0.746213629177934,-1.02378338269887,"sp17"
-0.118271163064102,9.68840864384924e-05,"sp17"
0.458676162363964,-1.76409299303696,"sp17"
0.71232410645435,0.858868023452844,"sp17"
-1.74365984898094,-0.606390734782591,"sp17"
0.831045067222146,1.34682341352884,"sp17"
-0.125299936296301,-0.653563103590785,"sp17"
-0.150823981118826,-0.330885473695879,"sp18"
-0.242047845953196,-0.112899178800927,"sp18"
0.902562788506548,-1.55294640111061,"sp18"
0.956075723504048,-1.87045188890621,"sp18"
0.356021728706809,-1.21099856389526,"sp18"
-0.0623885515751447,-0.317641947944094,"sp18"
0.292189411444116,0.00593928231381972,"sp18"
0.822035914560177,0.650972659214887,"sp18"
-0.622490997359211,0.300743269105675,"sp18"
0.900763890679406,-0.392789226758792,"sp18"
-1.36771515392195,-0.0673424080289937,"sp19"
-0.763807156339993,1.8626410918913,"sp19"
1.30685117234132,-1.46026903261681,"sp19"
0.114325571081184,1.75341682537695,"sp19"
0.0879588668456252,-0.722111217166306,"sp19"
-0.58377266036769,-1.62131834006365,"sp19"
-0.465903041793844,-0.906851272110048,"sp19"
0.061600785609914,0.980318324565663,"sp19"
0.737330748528825,1.61947847436818,"sp19"
0.649776074451624,-0.717629233097539,"sp19"
1.23778814397418,1.0967081230382,"sp20"
-2.62912255464951,0.0898286083011049,"sp20"
-0.44562221905494,2.58016033548779,"sp20"
-2.23883708463308,1.46108233052699,"sp20"
-0.0614095843630326,-1.2169829289637,"sp20"
-0.365631735019734,-0.0454205312336499,"sp20"
-0.404469895459955,-0.949395513254134,"sp20"
-1.50683004332895,0.735927641977555,"sp20"
0.617229033554795,-2.04974653527169,"sp20"
-1.89154979198711,1.18284812209901,"sp20"
