"e","f","sp"
-0.316221773794263,-0.489925703106646,"sp8"
-0.61623841351233,-1.39412925161203,"sp8"
-0.493313132210521,0.355627458147073,"sp8"
-0.228939211438666,-0.0923599982020444,"sp8"
0.698629943445927,-1.38176614912083,"sp8"
-0.641650563762017,-1.0063079811902,"sp8"
-0.131872266209224,0.813058059423337,"sp8"
1.25553976596362,-0.762011047451637,"sp8"
-0.624998180360714,-0.735681465211202,"sp9"
-0.0395052044359545,-0.708790732251863,"sp9"
1.60569373739687,1.00219894505921,"sp9"
1.23704698447802,0.0664088328254751,"sp9"
-1.82657645300182,-3.46861662311252,"sp9"
-0.0823382362186852,-1.44003559477333,"sp9"
2.61231112671561,2.00185074050144,"sp9"
0.900894875042685,-0.0845903046786152,"sp9"
-2.23405624494116,-1.6663796376869,"sp9"
0.336989620071697,0.541464141712946,"sp9"
-1.51691415900193,-2.24611873786727,"sp10"
-0.140804377627437,1.6597071768791,"sp10"
-1.98182378462243,-1.69313198554282,"sp10"
1.31526557719131,0.987319524994819,"sp10"
0.530747604626367,2.23156526143837,"sp10"
0.560407975926025,0.596124863750479,"sp10"
1.1960020409568,1.79181251389946,"sp10"
0.862337678417182,3.33475085810963,"sp10"
-0.0916857757762999,-0.620148000622892,"sp10"
0.617929001157194,2.63090479379937,"sp10"
1.47161462606174,0.798660785832405,"sp11"
0.445424829622366,-0.631951155463443,"sp11"
-0.127601192879209,0.339474049980959,"sp11"
-1.34970614718982,-2.51333246057952,"sp11"
0.0644869905148427,-0.116251580154908,"sp11"
-1.40127537597641,-1.83968955070745,"sp11"
-0.690982320813322,-0.620471247880962,"sp11"
-1.228701061117,-3.75887598811667,"sp11"
0.477532309085166,-0.506165184483844,"sp11"
-0.306267240921113,1.56257451865379,"sp11"
-0.627744443666624,-0.929267431274599,"sp12"
0.571845566552273,0.630448451212053,"sp12"
0.852425275364904,-1.64227318216915,"sp12"
1.39164994327029,3.08740892679431,"sp12"
0.584175492910334,0.779752811933768,"sp12"
-0.292783349654288,0.521641128477577,"sp12"
0.922738692641967,0.616510851674931,"sp12"
-0.691481543715098,0.728242928853458,"sp12"
-0.086355541666923,0.185509959639292,"sp12"
-0.519608225759353,-0.880072616657629,"sp12"
-0.824855223340953,-0.529218604187317,"sp13"
1.56193948373954,0.260585825906241,"sp13"
1.39825462532733,4.02357249599966,"sp13"
1.2679544514046,1.32836472592803,"sp13"
0.596086037842357,0.901764049859949,"sp13"
-1.04918879848393,-0.935233187524441,"sp13"
2.28514503062982,3.72341085449242,"sp13"
-0.766111456806631,-0.872683891011697,"sp13"
-0.339668649223466,-0.545705981445588,"sp13"
-0.607587182242804,-0.776028394903809,"sp13"
0.388242637142597,-0.3640235235373,"sp14"
0.172269539082431,0.197615908256066,"sp14"
1.2875521777771,2.91078576591974,"sp14"
-0.537993403416846,-2.00668182897139,"sp14"
-0.524325024100629,0.095850794190916,"sp14"
0.871621768992955,2.07160978850147,"sp14"
0.297680912251647,0.448010588185783,"sp14"
-1.86422660780853,-0.580982250232587,"sp14"
1.3398287251907,2.70207323043357,"sp14"
-0.506877714533916,-1.15356490666816,"sp14"
1.06816483556859,2.3247115462268,"sp15"
0.718144831702089,-0.773297345517479,"sp15"
-1.24689233043213,-1.99194960773641,"sp15"
-0.170307294051312,0.362976201756841,"sp15"
0.61091353146891,-0.903603358807816,"sp15"
-1.48448262146295,-1.20951170375667,"sp15"
-0.639233120476614,0.372557404094112,"sp15"
-0.805507340749663,-0.309745191167923,"sp15"
-0.852214046528434,0.365054340436239,"sp15"
0.349639767298533,0.81074624810964,"sp15"
1.10409324152865,1.81566906580272,"sp16"
1.18562717199316,0.00460702893445086,"sp16"
-0.504105422864873,0.325437651075328,"sp16"
-0.919855692205698,-0.14294694918465,"sp16"
0.342637883113856,1.59502221559866,"sp16"
1.23675410314698,1.1727241530897,"sp16"
-0.41265335801326,-0.214634776270377,"sp16"
0.671519180299324,0.856324277590836,"sp16"
-1.32215456537404,-2.04146869123734,"sp16"
0.114596668786625,0.0787255177074247,"sp16"
-1.3298737023325,-1.68702572349676,"sp17"
1.25878311913528,0.630851565529422,"sp17"
-0.361030726697225,0.577416723278842,"sp17"
-0.513775248005725,0.155751438814584,"sp17"
-1.66432968295055,-0.962474074921335,"sp17"
0.410279159520745,1.06499071625574,"sp17"
1.54161281120316,1.80019775095742,"sp17"
1.10143664439981,1.17019742756706,"sp17"
-0.422520078707935,-1.04149022114936,"sp17"
-0.731589044863128,-1.58030519526137,"sp17"
0.30868971462074,-1.18546736985358,"sp18"
0.550345899510561,0.838396335135669,"sp18"
-0.0872256646839545,1.10428512690432,"sp18"
0.103360832194957,0.900455622706859,"sp18"
-0.19307041901077,1.28097711294389,"sp18"
-1.46466687784356,-1.16169331448507,"sp18"
-1.09673990702306,-1.08010053665138,"sp18"
-0.919226146271754,-0.290168271852405,"sp18"
0.0262192120396309,0.0678340899716771,"sp18"
-0.685935612533435,-1.58634937388392,"sp18"
-0.776638833112318,-1.99701855858066,"sp19"
0.088520335926013,-0.654203869732488,"sp19"
-0.737957584363842,-0.504035224233093,"sp19"
0.491026276260841,-1.61973463554617,"sp19"
0.654825611363674,-1.36352165791866,"sp19"
1.79043515786369,3.82656940925246,"sp19"
-0.0461742730099549,-1.35324614628574,"sp19"
0.682259370022097,1.71677115251167,"sp19"
0.582925162070543,1.00174647210609,"sp19"
-0.827675278435301,-1.02518192129307,"sp19"
0.294970663536877,-0.661003963392797,"sp20"
0.301522009155867,-1.63174699689186,"sp20"
-0.0334122946083991,-3.1963188447988,"sp20"
0.594880356418337,-0.271375418363423,"sp20"
1.994516037317,1.99848984232936,"sp20"
-0.591758751656416,0.340364190729359,"sp20"
-1.96427682036301,-1.36502800669219,"sp20"
-1.38343351503353,-2.46053347631051,"sp20"
0.161016411197035,0.0243849060925241,"sp20"
-0.166437536051408,-0.575854046750287,"sp20"
