"c","d","sp"
-1.49361991964917,-1.82576368474242,"sp15"
-0.0956691226754769,-0.033182411572969,"sp15"
-2.15078402790917,-0.936907212533334,"sp15"
-0.519263514134362,-0.350693102275211,"sp15"
0.83945362614402,1.8556777483398,"sp15"
0.875054923241042,0.195439317306397,"sp15"
-1.60327167843276,0.469687819642606,"sp15"
0.0148707041539955,0.282983013346716,"sp15"
0.920577301687397,0.598060789366865,"sp15"
1.4256273192726,2.4194355317584,"sp16"
0.387545254948635,1.05260013770412,"sp16"
-1.06061119967535,0.637068954503549,"sp16"
-1.91128141821164,-1.91817356869767,"sp16"
-0.520827034304803,-2.6737489277565,"sp16"
-0.935213685642409,-1.64908164336693,"sp16"
-0.0805840214521633,1.77116558427055,"sp16"
0.357136912330625,-0.216156604355506,"sp16"
0.00048686690518894,0.0912072630675731,"sp16"
-1.08010852818663,0.347376768350824,"sp16"
0.337373657234075,0.515958078359477,"sp17"
0.30270170535601,1.05173887918945,"sp17"
0.78154028335511,1.9547746720888,"sp17"
1.24352863845381,3.07500954947052,"sp17"
-0.138432157694533,1.17772834517393,"sp17"
-0.406965715725718,-0.998777158584742,"sp17"
-0.17440615652669,0.68236126818203,"sp17"
-1.48413994211127,-1.24774184330954,"sp17"
-2.81022645023831,-2.18918738059306,"sp17"
0.74650979798238,0.53540432821488,"sp17"
0.162845086738864,1.11154112574882,"sp18"
-0.0469077604435612,1.00963940294746,"sp18"
-0.00612448273522745,-1.07570286732649,"sp18"
2.89606779866577,4.359554406028,"sp18"
0.518743393414144,-0.98504593750016,"sp18"
-0.623018078456088,-0.0294254238213282,"sp18"
-1.07629645032673,-1.48866959944365,"sp18"
0.923117266347649,1.06714992039148,"sp18"
-0.41078830153751,0.278819487825884,"sp18"
0.699359258706057,0.231075079967946,"sp18"
0.210164783687519,-0.263631401029972,"sp19"
-1.43177245409298,-1.98830027448444,"sp19"
0.259132638704573,-0.548011767458552,"sp19"
0.019455753979835,1.3864078875101,"sp19"
-0.775982777649115,-0.317022134068898,"sp19"
1.20662596836316,1.92567214687125,"sp19"
-0.901038760052056,-0.233174448462018,"sp19"
0.484911003326632,1.81533844165995,"sp19"
1.14842807302468,2.52953541218566,"sp19"
-0.840257235594554,-0.453846367034649,"sp19"
-0.492935167946745,0.0396133762582411,"sp20"
0.636991064308535,0.664688083942336,"sp20"
-0.0804274432672778,0.547907196214181,"sp20"
0.585901212049532,0.143114830208942,"sp20"
1.26327815134416,2.1930573560649,"sp20"
-0.557541492750102,-2.4585590071439,"sp20"
0.991950721364232,0.37454035712077,"sp20"
-1.03254606709035,-0.7789002702608,"sp20"
1.00817987585151,-0.878641773894129,"sp20"
1.03441654783496,-0.114039712301072,"sp20"
